event_id,failed_auth,bytes_out,unique_dst,rare_port_hits,process_entropy,label
E0075,0,3687.058617308639,8,0,2.4929588353598486,normal
E0076,0,11001.351141304947,2,0,2.765725430998831,normal
E0077,0,2533.9459883964732,10,0,2.5672017486094503,normal
E0078,13,252755.71193592876,98,15,4.577909529028626,anomaly
E0079,1,3730.745559016469,8,0,2.9172597104519227,normal
E0080,0,2688.3538838811596,11,0,1.5394883162625048,normal
E0081,0,2972.3748381691976,11,1,2.394879185901443,normal
E0082,0,892.0969377466699,8,1,1.5063972190831747,normal
E0083,2,5420.584414969288,1,0,2.796140802994759,normal
E0084,0,2239.3776032297706,5,0,2.1529200174358234,normal
E0085,0,2168.808377675839,2,0,1.2454467936736024,normal
E0086,0,3256.1691838550637,7,0,2.285174614490557,normal
E0087,1,2922.772184570756,8,0,1.7293000119626605,normal
E0088,0,5338.824566957754,6,0,2.958064108235492,normal
E0089,1,3872.2984085227904,2,0,2.4987597440604365,normal
E0090,32,495751.5972414696,141,6,5.068445956021547,anomaly
E0091,1,1614.0793282962247,2,0,1.1766354307722704,normal
E0092,0,2580.41756928062,1,0,2.6952730755308605,normal
E0093,0,2886.566209058039,5,0,2.282617835349511,normal
E0094,0,2769.9828283970637,9,0,2.0615650254498163,normal
E0095,0,3727.325626024349,6,0,1.69599059576444,normal
E0096,0,8159.7835800213925,5,0,2.238886758929826,normal
E0097,1,5779.851523660807,11,1,2.677695612373863,normal
E0098,0,2876.8288979471386,10,0,2.093151103131061,normal
E0099,0,2379.754780434726,5,0,1.3815214484278386,normal
E0100,38,202892.6961538179,146,16,4.105539648660447,anomaly
E0101,0,2838.4093256181905,3,0,1.0612875403102981,normal
E0102,1,3467.217476584661,7,0,1.4012755581941942,normal
E0103,0,4348.301410844553,4,0,2.004252680802539,normal
E0104,0,6000.578757208459,8,0,2.9866694611998517,normal
E0105,0,4217.388315942849,7,0,1.2005740076655864,normal
E0106,0,3747.0715810380375,6,1,2.1980822894312126,normal
E0107,26,266961.14058639505,51,12,4.738839622438993,anomaly
E0108,0,2132.3763187210643,11,0,2.655581049090337,normal
E0109,0,2674.449155674762,7,1,1.1074067954232476,normal
E0110,0,4592.48767098211,8,0,2.6737329155456453,normal
E0111,25,143119.1634362822,103,24,4.313723263618466,anomaly
E0112,0,3987.4551587376664,6,0,2.9284811579821226,normal
E0113,2,4139.0239329242895,5,0,1.3680811519814318,normal
E0114,1,2424.8740434726838,2,0,1.816083543046617,normal
E0115,0,1748.5177294575328,6,1,2.68605834580754,normal
E0116,24,196407.80153528845,42,11,5.5469289496219325,anomaly
E0117,0,2441.5674479992936,7,0,2.8481264702052247,normal
E0118,14,279461.0109382385,121,10,4.612976562004681,anomaly
E0119,0,3991.976986748541,2,0,2.117036014237743,normal
E0120,11,312280.78942924115,59,23,4.084606701005874,anomaly
E0121,0,5047.1677700668815,9,0,2.8347281114323044,normal
E0122,0,2043.9306111980536,7,0,2.776225175307533,normal
E0123,0,6445.807837338629,1,0,2.101552793527736,normal
E0124,1,4410.460086242265,8,0,2.015093904439847,normal
E0125,0,1843.1355373424717,2,0,1.3976591066523254,normal
E0126,0,4080.172748980898,9,0,2.292264792047729,normal
E0127,0,1635.4803095998907,1,0,1.3761596277615662,normal
E0128,0,3090.9389193796737,7,0,1.5026213417724703,normal
E0129,1,3030.4318172669164,10,0,1.8854325667591194,normal
E0130,17,1320296.0774572152,99,16,5.747993693407434,anomaly
E0131,0,3058.2574577537275,11,0,2.536676394698178,normal
E0132,2,4437.2846055970585,8,0,1.0034292302271122,normal
E0133,0,2855.5969871920825,2,0,1.2994726601295492,normal
E0134,0,2911.562886091635,7,0,2.59339421873384,normal
E0135,1,3324.418431343707,4,3,2.252477870448125,normal
E0136,0,5097.957093159413,1,0,1.1706246960597029,normal
E0137,0,2544.1474079053723,4,0,1.6079421675448975,normal
E0138,2,3980.5946351647403,6,0,1.030518194368739,normal
E0139,0,2617.6888754077286,7,0,1.519780698753769,normal
E0140,39,613124.5087661057,164,22,5.080640327882806,anomaly
E0141,0,6444.4498666070995,9,0,1.6973572068208784,normal
E0142,1,3805.177923394247,9,0,1.2821332455349421,normal
E0143,0,3622.764051595734,2,0,1.0967213902935071,normal
E0144,0,2539.282537781652,7,0,2.077289130675817,normal
E0145,1,3330.286682392468,11,0,2.6049968811483817,normal
E0146,0,2579.9113025476863,5,0,2.961737977326898,normal
E0147,1,1544.9150197054623,5,0,2.2850744870457294,normal
E0148,0,3834.306718467419,8,0,2.3692108487317647,normal
E0149,0,3653.8471877034012,10,0,1.9121964122953152,normal
E0150,1,7526.603192076709,4,0,2.1676866541373663,normal
E0151,1,5055.053652062833,7,0,1.4954457265444852,normal
E0152,1,4149.742346386888,3,0,1.1541186332735198,normal
E0153,34,358670.7708870718,54,8,5.598431010834288,anomaly
E0154,0,4255.1040309498,9,0,2.122494779596755,normal
E0155,13,446334.8103510024,41,16,4.783588301208464,anomaly
E0156,0,1973.49775692855,3,0,2.490535459580891,normal
E0157,1,2573.5897644847637,11,0,2.5499100854917938,normal
E0158,0,3005.0680588242694,3,0,1.1020985171521083,normal
E0159,0,2081.3498489027584,3,0,1.935609872489427,normal
E0160,0,1823.827139702784,3,0,1.2895033211408404,normal
E0161,0,4521.849848117577,3,0,1.6438686347161844,normal
E0162,0,3575.9022211700812,2,0,2.2692745205508356,normal
E0163,1,2825.5899855108773,6,1,2.917370250178914,normal
E0164,0,3078.3871205253968,2,0,2.391654606184063,normal
E0165,1,2298.8997940191916,2,0,1.4891211326381062,normal
E0166,1,5918.016032150268,7,0,2.447684935843275,normal
E0167,28,350127.6500135662,82,29,5.833723557470247,anomaly
E0168,0,4621.898011523636,3,0,1.7738417274399219,normal
E0169,3,1984.0188689726538,8,1,2.880878358385969,normal
E0170,0,2615.9928029948715,9,0,1.582037590168123,normal
E0171,25,76227.81750222266,182,17,4.628212756959449,anomaly
E0172,0,2613.9918256372125,10,0,2.323253398379114,normal
E0173,0,4427.751484982216,7,0,2.7879319847792745,normal
E0174,0,2450.3545606374064,5,0,1.4970201683664115,normal
E0175,0,3054.2277645869613,10,0,1.987804899464452,normal
E0176,0,4739.339473186012,5,0,1.946545922588881,normal
E0177,0,2249.6117395888464,1,0,2.231784326022061,normal
E0178,1,5447.585008198759,4,0,2.247940366798694,normal
E0179,0,2617.4066248621034,8,0,1.144937849537587,normal
E0180,0,2229.2665317696456,7,0,1.6237634645133188,normal
E0181,1,2797.4824279662307,3,1,1.0637121365446072,normal
E0182,0,2774.0657296241875,10,0,2.07736771551348,normal
E0183,15,612568.804404165,40,27,5.684774584808666,anomaly
E0184,1,2024.961663068039,3,1,1.5715187511507718,normal
E0185,2,2020.9130260951454,1,0,2.4845919207835454,normal
E0186,0,5638.475307888345,4,0,1.143656769837698,normal
E0187,1,2133.2312970555236,9,0,1.8638758142175886,normal
E0188,1,3025.918854596597,7,0,2.2466307315891374,normal
E0189,0,2090.860622851357,7,0,2.337978551181966,normal
E0190,1,3359.550799522776,1,0,2.023729729391331,normal
E0191,27,106835.47730998026,184,26,5.683824860015356,anomaly
E0192,0,1580.265469729193,11,0,1.3802917920680675,normal
E0193,0,2764.1550234334636,10,0,2.490249326877457,normal
E0194,0,6839.892667667584,3,0,1.5914521502225834,normal
E0195,1,3158.8864575616067,11,0,2.7520545226498117,normal
E0196,0,2144.6131832530764,10,0,2.2624085293776384,normal
E0197,0,4186.116779780447,7,0,1.6033373382081912,normal
E0198,0,3258.3606538784643,5,0,1.560280284971965,normal
E0199,0,2741.379972906004,2,0,2.146499820631581,normal
E0200,0,3355.827668190725,11,1,2.332468162419669,normal
E0201,34,334119.8690822795,155,23,6.250178887148037,anomaly
E0202,2,2503.571997808554,2,0,2.463522002030806,normal
E0203,0,3416.907518831427,3,0,1.0498772976763413,normal
E0204,0,2292.463077972043,9,0,1.392974815236959,normal
E0205,0,3634.4985170103596,10,0,1.8575173390323088,normal
E0206,0,1663.3274715379978,2,1,2.5723951703972947,normal
E0207,0,1726.4664664590175,6,0,2.3999746258817836,normal
E0208,1,6354.223254811709,9,0,2.1565551093106676,normal
E0209,0,3525.552284670983,10,1,1.4198535732484268,normal
E0210,0,7422.523936181147,5,0,2.8482377688975937,normal
E0211,0,5015.281751808486,4,0,1.2253166781230627,normal
E0212,0,4695.84971900122,6,0,1.683126263845242,normal
E0213,0,6332.314100713575,1,1,1.3071505125386043,normal
E0214,0,3178.6416660888153,5,0,2.441931302951548,normal
E0215,0,4963.541810750921,4,0,1.728385078781135,normal
E0216,0,2796.6473608172105,10,0,2.001718602258464,normal
E0217,15,475472.2904101027,61,22,5.819096836380636,anomaly
E0218,0,5273.18118622795,10,0,2.9385781082562428,normal
E0219,14,654356.4889634844,59,23,6.434877566505994,anomaly
E0220,0,2241.064713675785,8,0,1.6410851276368201,normal
E0221,0,5579.227976976246,1,0,2.48456899105788,normal
E0222,2,2249.435324929334,9,2,1.886957855984535,normal
E0223,2,4141.45205453308,9,0,1.7551656065813943,normal
E0224,0,8712.807541258004,2,0,1.342476134261247,normal
E0225,0,3347.595716567947,5,1,1.3149621858068572,normal
E0226,0,3996.4252617820007,6,0,2.5634762779484754,normal
E0227,0,2704.1893427870573,3,0,1.770797569725502,normal
E0228,0,2095.352287559309,4,0,1.266706608871474,normal
E0229,0,1717.787344065406,8,0,1.3245844679383796,normal
E0230,1,3507.116060105372,8,0,1.1827131195102405,normal
E0231,0,3025.7625805097528,6,0,1.9525471640964747,normal
E0232,2,3247.969364403158,9,0,1.3585498162404388,normal
E0233,0,2767.461779646122,1,0,1.3935471145436429,normal
E0234,0,2578.428676230502,3,0,1.066797260348711,normal
E0235,0,3101.5577242339427,11,1,2.1421274492558697,normal
E0236,0,4346.270849028813,11,0,2.8905300542330292,normal
E0237,0,3997.2453482114115,6,0,1.6560211519118764,normal
E0238,0,1874.5907221304076,2,0,1.0348503936826774,normal
E0239,0,3612.519340214415,5,0,1.0944866363363948,normal
E0240,14,318301.07031620026,140,27,4.051112047849211,anomaly
E0241,0,1220.4780173029599,2,0,2.551903371329017,normal
E0242,0,2548.0509176766445,11,0,1.4103695070883615,normal
E0243,0,1990.362497702198,4,0,1.0531086665393712,normal
E0244,0,1905.4510105061827,1,0,2.7970882929535383,normal
E0245,0,3163.139974635519,7,0,2.1274130579029187,normal
E0246,36,313159.81784453127,173,25,6.165844014439155,anomaly
E0247,1,1679.2299471963145,9,0,2.1366238530276274,normal
E0248,0,2296.9018115275044,3,1,2.8818402851911102,normal
E0249,0,6276.832600803892,4,0,1.9041064525706017,normal
E0250,1,8863.641753737882,10,0,1.4814966615416623,normal
E0251,0,6036.488679144682,4,0,1.1277297248914746,normal
E0252,0,3401.6941488291136,3,1,1.3513356628899902,normal
E0253,0,4724.5403012327915,8,0,1.0526128650919184,normal
E0254,0,2636.9955761777214,9,0,1.9332002088257243,normal
E0255,0,4366.142167603151,5,0,1.1503450743101937,normal
E0256,1,1798.954056441776,4,0,2.0202560204485263,normal
E0257,3,3279.372774215471,1,0,1.7477053721822187,normal
E0258,1,3816.9554337623954,11,0,2.3939225044636014,normal
E0259,0,3025.643393591289,9,1,1.735682683082666,normal
E0260,0,3822.3595129343457,6,0,2.30341146941387,normal
E0261,0,1329.2002405655817,7,0,1.095591507968482,normal
E0262,0,3067.4038610493258,6,0,2.008532799731375,normal
E0263,1,3810.8602698235654,5,0,2.6169478514904685,normal
E0264,1,2171.6448950214003,4,0,2.2805140048746892,normal
E0265,1,1713.4224322243654,1,1,2.2174099329687307,normal
E0266,0,1321.7858629993812,7,1,1.0542517080378102,normal
E0267,1,4823.703470879383,11,0,1.5153311317153197,normal
E0268,1,4081.6060990470705,1,1,2.104160276554498,normal
E0269,2,1501.8152532024235,4,0,2.292595120389792,normal
E0270,2,2277.354902427062,5,0,2.8551995253801596,normal
E0271,0,2489.9361377034475,8,0,2.649748675344801,normal
E0272,13,176975.53278432452,186,8,4.56594811958519,anomaly
E0273,0,2471.939212442208,6,0,1.9061146089885908,normal
E0274,0,4300.074016338641,7,0,2.8552420458102388,normal
E0275,1,2791.3710788164644,1,0,1.0594908438748594,normal
E0276,0,4955.973238054439,10,1,2.6646029385668184,normal
E0277,0,4449.161892145286,9,0,1.8423122473319855,normal
E0278,0,1469.3379436629136,8,0,2.986166881790103,normal
E0279,1,1922.0766411271336,3,0,2.1715757325152536,normal
E0280,0,3400.554780807188,8,0,1.0716016105699102,normal
E0281,0,1759.488523135969,4,0,1.2155682853793237,normal
E0282,1,3219.401799988525,6,0,1.5254841319276267,normal
E0283,0,3894.365279390235,6,0,2.695116019929654,normal
E0284,0,1204.5666938073193,9,0,2.2873102064981135,normal
E0285,0,3150.9386656254314,8,0,2.5352275143617806,normal
E0286,1,7467.827017607528,4,0,1.1146277476742157,normal
E0287,0,1995.248596500869,6,0,1.7016377711135415,normal
E0288,0,2120.492119275846,10,1,2.4298311243790067,normal
E0289,1,2306.312896705122,9,1,2.954161217922943,normal
E0290,0,3140.789205471641,10,0,1.634431938895461,normal
E0291,0,2981.421190502176,7,0,2.2655453184938192,normal
E0292,0,3089.4114363609815,3,0,1.907028506256767,normal
E0293,0,2462.9342871031417,1,0,1.6299610390194605,normal
E0294,0,5078.384218625579,9,0,1.5271502452683317,normal
E0295,0,3378.4138652346883,9,0,1.332478764849266,normal
E0296,0,2438.9646221517855,9,0,1.5997006444265616,normal
E0297,19,349344.36856528954,179,26,5.0922285831425755,anomaly
E0298,28,394984.75864918984,136,26,5.5577361964752345,anomaly
E0299,1,3253.477567245647,9,1,2.420778789552064,normal
E0300,1,3444.178352946085,3,0,2.2098076981357053,normal
E0301,0,3998.5352770868417,6,0,1.4963966722533089,normal
E0302,1,3202.4993948795845,5,0,2.998075332243899,normal
E0303,1,6166.823668065943,8,0,1.6356619742609486,normal
E0304,0,2606.5493132939723,6,1,2.425778595606947,normal
E0305,0,3032.881977427081,7,0,1.0956268887587741,normal
E0306,0,4072.623629730143,3,0,1.4924841223813177,normal
E0307,0,3465.8012165697114,5,0,1.0452651004331386,normal
E0308,8,521010.6963424046,196,5,4.973956966714689,anomaly
E0309,1,1799.2749518051146,8,0,2.663311616607152,normal
E0310,1,3492.591313938689,11,1,1.6690081753446362,normal
E0311,0,4142.626276053629,2,0,2.2315569687276717,normal
E0312,1,4094.2808168947236,8,0,1.402665194602837,normal
E0313,0,5325.097120924746,5,1,2.5811991275262014,normal
E0314,1,3812.641454440288,9,1,1.228162822504443,normal
E0315,0,3239.4695687465946,8,0,1.8343788804565364,normal
E0316,0,2145.930496261796,1,1,1.9207464295292036,normal
E0317,0,2299.070087091324,8,0,1.7285981781706636,normal
E0318,0,2728.7644229324787,3,1,1.0095976799900406,normal
E0319,1,2110.883413971922,8,0,1.390249070206307,normal
E0320,0,4279.654170953849,2,0,2.3774663642710117,normal
E0321,0,2362.73457024447,2,0,1.1233555633657935,normal
E0322,0,1915.678179897272,10,0,2.9511537386480438,normal
E0323,1,2397.510895611597,8,0,2.2615886405448546,normal
E0324,0,2211.254170098344,3,0,2.525202963376076,normal
E0325,1,2030.9335453131164,1,0,1.4806443315018465,normal
E0326,1,1795.3235044298144,1,2,2.119210117677136,normal
E0327,0,7849.045098346125,9,1,1.329060006123817,normal
E0328,0,3781.4769954509616,7,0,1.3017593137832535,normal
E0329,1,2331.664610358383,3,0,1.6868790255215766,normal
E0330,10,317781.61374577216,48,15,4.219855568148922,anomaly
E0331,37,277505.4902751026,151,19,6.392929115111609,anomaly
E0332,2,3952.5353073226856,4,1,1.467013834082164,normal
E0333,1,2840.618561445854,2,0,1.4597778916286765,normal
E0334,1,4790.93452740291,4,0,1.653285563889537,normal
E0335,0,3766.973012840872,3,1,1.1730213243235266,normal
E0336,1,1482.0722401700634,11,2,1.337370771560833,normal
E0337,0,4558.025976418029,3,0,1.0549151184384875,normal
E0338,2,4197.372215046546,7,0,2.3946529143759614,normal
E0339,0,2519.344133719569,7,0,1.7771447661579223,normal
E0340,16,176433.0107543955,49,5,4.184808080498944,anomaly
E0341,1,1782.3685928065017,2,0,1.76315592414184,normal
E0342,0,4096.575333015263,1,0,1.1243626258534039,normal
E0343,0,4438.087271236263,2,1,1.1430741084717506,normal
E0344,0,2441.140186871002,10,0,2.2557623068801074,normal
E0345,1,2859.777050159407,11,0,1.3348742927524355,normal
E0346,0,5679.8006128919515,11,1,2.483700360211822,normal
E0347,2,1704.853336233638,4,0,1.8213573076531058,normal
E0348,2,2057.016555453682,6,0,1.020909302145086,normal
E0349,0,2014.1853283790826,4,1,2.616486214641292,normal
E0350,0,4378.019158665719,2,1,2.627454804112446,normal
E0351,0,2767.7936504613726,7,0,1.0161827431042902,normal
E0352,0,1904.5666970071186,3,0,2.080387054833535,normal
E0353,1,1845.2050656898791,3,2,2.797850705172289,normal
E0354,0,2402.6415920461927,3,0,2.881465338209101,normal
E0355,0,3345.264578982832,11,0,1.7516027044573552,normal
E0356,0,6600.972636880156,8,0,2.3744338889951537,normal
E0357,10,289094.86799474945,97,28,5.471828813916522,anomaly
E0358,2,3418.5782599729073,9,1,2.704178262987546,normal
E0359,0,2926.9769398468416,7,0,1.733985164996384,normal
E0360,0,2334.856159432414,6,0,1.4667244365329994,normal
E0361,0,1352.0131340967548,10,0,2.075858418027834,normal
E0362,0,5818.125425746913,1,0,1.387417001909888,normal
E0363,0,1945.34169897487,2,0,2.810439038262622,normal
E0364,0,2716.2707646310987,5,0,1.5876450145488423,normal
E0365,1,3645.7330357820388,7,0,1.8216485471778903,normal
E0366,0,3820.956872458956,1,0,2.20994127797277,normal
E0367,0,3482.913206816293,4,1,1.7945320294395748,normal
E0368,0,2515.775766223386,3,0,1.2386577919940784,normal
E0369,0,3616.845517237153,8,0,2.4341803176852226,normal
E0370,0,2718.4869247406546,9,0,1.1961862094170865,normal
E0371,0,4392.535185601286,6,0,2.2702515817161153,normal
E0372,0,2127.022875259271,9,0,2.9402284541550063,normal
E0373,1,2746.896516672083,4,0,2.006210363394512,normal
E0374,1,2978.5342945733423,9,1,1.1808868060851792,normal
E0375,1,3644.897591778015,3,0,2.9174677975240124,normal
E0376,0,4403.235217471833,10,0,1.4885314003390195,normal
E0377,0,3346.9272214766615,1,0,1.0893254218928554,normal
E0378,8,140682.19162793807,85,10,5.877949155333745,anomaly
E0379,0,3025.772482202194,7,0,1.2863454879528584,normal
E0380,0,9556.84016229855,3,0,1.5169265212224494,normal
E0381,0,3087.148755994204,2,0,2.823865227057996,normal
E0382,0,2801.512097086877,4,0,1.1230903998933772,normal
E0383,1,2512.813441053018,2,0,2.0278493505448343,normal
E0384,0,1451.0460842269251,2,1,1.800470382259976,normal
E0385,0,2799.0531102957125,3,0,1.287417017703129,normal
E0386,38,373040.2918827576,152,25,4.7841557731749775,anomaly
E0387,0,2619.613213024151,10,1,2.056632933638215,normal
E0388,0,3172.7552587601976,1,0,1.4766389504823405,normal
E0389,0,3456.142827441549,9,0,2.863958570252656,normal
E0390,0,1819.0134064329113,1,1,1.4411467546585837,normal
E0391,28,278498.20691742265,118,26,4.579296922430111,anomaly
E0392,21,216029.79736734927,94,16,5.559270072376344,anomaly
E0393,21,276198.956953026,51,15,4.0498982901231395,anomaly
E0394,0,2962.4381318726682,1,0,2.567608052678805,normal
E0395,0,2053.7609375717907,1,0,1.6958068560675863,normal
E0396,0,1400.636525778125,6,2,2.3257062393716055,normal
E0397,0,4097.533233896373,5,1,2.409654099132502,normal
E0398,0,2051.3116535556073,2,0,1.5311258746796332,normal
E0399,0,2286.8389166508437,7,0,2.512372755426059,normal
E0400,0,1236.2936727896004,4,0,1.2079144337277532,normal
E0401,34,386747.48088327015,81,20,4.641402397813326,anomaly
E0402,0,4866.207134907779,11,0,2.420431300514165,normal
E0403,0,3544.688907693966,3,0,2.1548919787075747,normal
E0404,35,150809.11807855143,190,19,5.466423520325559,anomaly
E0405,1,3336.224086313401,9,0,1.2304906407522382,normal
E0406,1,1533.543019860766,1,0,1.247974440747625,normal
E0407,0,3613.1717673919406,4,0,1.6098206996635718,normal
E0408,0,2051.641183816657,2,0,2.603449866118234,normal
E0409,0,3188.481187064682,4,0,1.3990530024681158,normal
E0410,0,2925.4566289132613,7,0,2.3792086306541487,normal
E0411,0,2892.1248267591186,1,0,1.9778933142929438,normal
E0412,0,2863.3014436752164,9,0,1.97593256807095,normal
E0413,0,3978.052290840774,11,0,1.8940145251824207,normal
E0414,2,3248.873372228028,9,0,2.7908728272306504,normal
E0415,0,3245.7487066195913,5,0,2.633110164375819,normal
E0416,0,2665.18596926461,10,0,1.2386472285883872,normal
E0417,1,2731.481229395319,3,0,1.689639958845972,normal
E0418,0,2009.2558123230788,2,0,1.0576124734931813,normal
E0419,0,2348.102380593639,9,1,1.2134377274295922,normal
E0420,0,3340.7721309408653,7,0,1.1329522496474878,normal
E0421,25,186881.78654931654,183,9,5.282108922235905,anomaly
E0422,0,877.9589235355395,5,0,2.886165946412003,normal
E0423,0,4610.328000766022,1,0,1.5019037244691271,normal
E0424,0,2997.879640599093,1,0,2.086053277293254,normal
E0425,2,2297.8620486717723,2,0,1.610219908780037,normal
E0426,0,1392.721391001805,1,0,1.4983835925689895,normal
E0427,27,158492.63871081048,184,17,5.977723438056068,anomaly
E0428,0,4212.890071388309,11,0,2.3433932664683508,normal
E0429,0,3599.0355277673652,4,0,1.1743289060377506,normal
E0430,1,5270.680121571743,7,0,2.4856779029196203,normal
E0431,0,3704.043718999843,1,0,2.795088847475541,normal
E0432,1,3177.642348091062,1,0,1.8577088712494043,normal
E0433,1,1972.8241223253826,9,0,1.1047475309131862,normal
E0434,2,2555.641891947275,8,1,1.685288693275803,normal
E0435,1,3140.683572820921,11,0,1.7217454893887145,normal
E0436,0,5312.503571383923,4,1,1.3423243056626166,normal
E0437,0,3244.0110984055204,5,0,1.5878142369609094,normal
E0438,1,4457.341574426817,3,0,2.702367726056254,normal
E0439,1,4571.710651805378,10,0,2.8058566725044147,normal
E0440,1,2177.796770326504,4,0,2.986409626388565,normal
E0441,0,2760.172650809894,3,0,2.091873953424965,normal
E0442,2,2934.647454051924,11,1,2.9082572502954243,normal
E0443,0,3339.5686194534014,4,0,1.6343880798053652,normal
E0444,0,1606.8041245614074,10,0,1.9857652421555445,normal
E0445,0,1660.2480776677107,1,1,1.3782628375167982,normal
E0446,0,3282.8648068928524,6,0,1.1023867397365743,normal
E0447,8,314880.37653124396,65,24,6.111515753393384,anomaly
E0448,0,2062.4094150895135,8,0,2.9766805364451727,normal
E0449,0,4022.4933218102533,9,0,2.7883861204428566,normal
E0450,0,2785.422440356477,2,1,1.685967661458615,normal
E0451,0,3975.2977413124886,8,0,2.316011022254822,normal
E0452,8,313749.00238576956,72,23,4.132303984231821,anomaly
E0453,0,2291.7446343049946,8,0,2.512313819653099,normal
E0454,0,1999.9716682980143,5,0,2.0974251468465868,normal
E0455,0,2177.336551612544,1,1,2.7397729974106024,normal
E0456,0,1795.72111030803,5,0,2.1966666446231926,normal
E0457,0,4736.776458827195,11,0,1.5369851151045635,normal
E0458,0,2954.931204979588,1,0,2.166740187804569,normal
E0459,0,4437.829314019435,11,0,1.7459664080804889,normal
E0460,1,5482.645136667611,4,0,2.1818876626154844,normal
